codigo usuario;codigo medidor;fecha consulta;fecha lectura;lectura final;anomalia
422090;29681;05/12/2018;05/12/2018;11039.31;
422092;51309;05/12/2018;05/12/2018;6381.28;
422094;53178;05/12/2018;05/12/2018;1802.00;
422100;54477;05/12/2018;05/12/2018;15357.87;
422102;54155;05/12/2018;05/12/2018;12142.86;
422104;54695;05/12/2018;05/12/2018;6885.93;
422108;51220;05/12/2018;05/12/2018;7490.11;
422110;51177;05/12/2018;05/12/2018;12084.79;
422112;50769;05/12/2018;04/12/2018;0.00;Medidor Desconectado
422114;51131;05/12/2018;04/12/2018;4847.77;
422116;51129;05/12/2018;05/12/2018;5845.65;
422118;50749;05/12/2018;04/12/2018;8936.86;
422120;39620;05/12/2018;05/12/2018;12166.41;
422130;29747;05/12/2018;05/12/2018;4649.58;
422136;44918;05/12/2018;05/12/2018;9335.00;
422140;30386;05/12/2018;05/12/2018;32266.28;
422142;34346;05/12/2018;05/12/2018;9130.25;
422144;38366;05/12/2018;05/12/2018;10439.90;
422202;54092;05/12/2018;05/12/2018;2443.15;
422230;41345;05/12/2018;05/12/2018;4500.82;
422232;43178;05/12/2018;05/12/2018;13385.11;
422240;43160;05/12/2018;05/12/2018;2075.73;
422242;49979;05/12/2018;05/12/2018;3127.03;
422276;48575;05/12/2018;05/12/2018;0.00;Medidor Desconectado
422282;31394;05/12/2018;05/12/2018;1878.53;
422284;31454;05/12/2018;05/12/2018;1119.58;
422286;45782;05/12/2018;05/12/2018;14092.06;
422290;48050;05/12/2018;05/12/2018;6237.05;
422292;49652;05/12/2018;05/12/2018;10664.26;
422294;36389;05/12/2018;05/12/2018;6072.42;
422296;42803;05/12/2018;05/12/2018;5928.85;
422298;49592;05/12/2018;05/12/2018;6777.53;
422300;48026;05/12/2018;05/12/2018;5705.67;
422302;32021;05/12/2018;05/12/2018;7353.49;
422304;48071;05/12/2018;05/12/2018;9108.27;
422306;32420;05/12/2018;05/12/2018;3325.81;
422308;30515;05/12/2018;05/12/2018;0.00;Medidor Desconectado
422322;43754;05/12/2018;05/12/2018;2250.88;
422324;43772;05/12/2018;05/12/2018;7056.09;
422326;35048;05/12/2018;;;Medidor Sin Conexion
422328;43319;05/12/2018;05/12/2018;4573.81;
422330;29267;05/12/2018;05/12/2018;2305.83;
422338;53840;05/12/2018;05/12/2018;1833.79;
422340;33335;05/12/2018;05/12/2018;10354.77;
422342;54702;05/12/2018;05/12/2018;0.00;Medidor Desconectado
422346;33359;05/12/2018;05/12/2018;8752.52;
422374;53599;05/12/2018;05/12/2018;15454.25;
422380;52742;05/12/2018;05/12/2018;5789.64;
422384;53802;05/12/2018;05/12/2018;12924.15;
422420;53778;05/12/2018;05/12/2018;2755.21;
422482;37994;05/12/2018;05/12/2018;4439.81;
422486;38063;05/12/2018;05/12/2018;17171.84;
422492;48227;05/12/2018;;;Medidor Sin Conexion
422494;48266;05/12/2018;;;Medidor Sin Conexion
422500;43034;05/12/2018;05/12/2018;7477.44;
422502;42794;05/12/2018;05/12/2018;7835.25;
422532;29483;05/12/2018;05/12/2018;9903.71;
422536;29384;05/12/2018;05/12/2018;5135.60;
422552;40337;05/12/2018;05/12/2018;10981.74;
422654;43496;05/12/2018;05/12/2018;13297.64;
422690;35099;05/12/2018;05/12/2018;6888.67;
422694;52211;05/12/2018;05/12/2018;10000.83;
422700;52437;05/12/2018;05/12/2018;6636.57;
422708;53511;05/12/2018;05/12/2018;10737.74;
422748;54596;05/12/2018;05/12/2018;6090.08;
422782;37190;05/12/2018;05/12/2018;10832.01;
422796;5350253488;05/12/2018;05/12/2018;2812.57;
422806;37052;05/12/2018;05/12/2018;6461.25;
422818;51027;05/12/2018;05/12/2018;3946.26;
422824;53406;05/12/2018;05/12/2018;3863.65;
422826;54595;05/12/2018;05/12/2018;1411.92;
422828;53384;05/12/2018;05/12/2018;5176.54;
422830;54589;05/12/2018;05/12/2018;6214.75;
422832;53665;05/12/2018;05/12/2018;7983.52;
422834;53642;05/12/2018;05/12/2018;6806.82;
422836;53672;05/12/2018;05/12/2018;1032.86;
422838;51785;05/12/2018;05/12/2018;2995.70;
422840;51752;05/12/2018;05/12/2018;4751.63;
422856;51751;05/12/2018;05/12/2018;1768.24;
422860;51770;05/12/2018;05/12/2018;3729.62;
422862;54228;05/12/2018;05/12/2018;9705.98;
422870;54250;05/12/2018;05/12/2018;10334.92;
422872;54227;05/12/2018;05/12/2018;7505.61;
422970;45704;05/12/2018;05/12/2018;10875.55;
422974;42392;05/12/2018;05/12/2018;3107.77;
422976;3910439098;05/12/2018;05/12/2018;9902.92;
422978;4832948368;05/12/2018;05/12/2018;14304.48;
422980;38135;05/12/2018;05/12/2018;6244.40;
423018;31529;05/12/2018;05/12/2018;9546.55;
423022;45176;05/12/2018;05/12/2018;9443.94;
423030;34181;05/12/2018;05/12/2018;7656.99;
423032;38636;05/12/2018;05/12/2018;17287.49;
423038;54133;05/12/2018;05/12/2018;17264.11;
423040;53863;05/12/2018;05/12/2018;10917.32;
423058;29915;05/12/2018;05/12/2018;14442.11;
423060;5114751153;05/12/2018;05/12/2018;9714.24;
423560;49742;05/12/2018;05/12/2018;0.00;Medidor Desconectado
423568;50234;05/12/2018;;;Medidor Sin Conexion
423628;44456;05/12/2018;05/12/2018;11138.40;
423636;31826;05/12/2018;05/12/2018;8989.85;
423638;31856;05/12/2018;05/12/2018;9726.47;
423640;50285;05/12/2018;05/12/2018;0.00;Medidor Desconectado
423642;31865;05/12/2018;05/12/2018;6780.83;
423644;55756;05/12/2018;05/12/2018;99.01;
423646;55242;05/12/2018;05/12/2018;3836.51;
423650;45074;05/12/2018;05/12/2018;0.00;Medidor Desconectado
423686;55358;05/12/2018;05/12/2018;163.90;
423770;32270;05/12/2018;;;Medidor Sin Conexion
423776;33701;05/12/2018;05/12/2018;5565.90;
423778;33677;05/12/2018;05/12/2018;7531.53;
423782;45470;05/12/2018;05/12/2018;2287.96;
423796;39764;05/12/2018;05/12/2018;864.38;
423798;48383;05/12/2018;;;Medidor Sin Conexion
423800;39815;05/12/2018;05/12/2018;564.51;
423804;36566;05/12/2018;05/12/2018;6329.42;
423806;33740;05/12/2018;05/12/2018;6435.43;
423808;45443;05/12/2018;05/12/2018;7710.83;
423810;36668;05/12/2018;05/12/2018;6861.95;
423812;32216;05/12/2018;05/12/2018;3855.75;
423814;36587;05/12/2018;05/12/2018;7398.36;
423818;41783;05/12/2018;05/12/2018;5050.08;
423820;38459;05/12/2018;05/12/2018;4076.99;
423824;45017;05/12/2018;05/12/2018;4346.84;
423830;31991;05/12/2018;05/12/2018;6444.81;
423876;35348;05/12/2018;;;Medidor Sin Conexion
423884;30938;05/12/2018;05/12/2018;15778.86;
423932;36647;05/12/2018;05/12/2018;0.00;Medidor Desconectado
423934;41447;05/12/2018;05/12/2018;8527.48;
423936;36398;05/12/2018;05/12/2018;71.26;
423938;42686;05/12/2018;05/12/2018;8240.87;
423946;31163;05/12/2018;05/12/2018;7923.16;
423952;45881;05/12/2018;05/12/2018;1301.02;
423954;47522;05/12/2018;05/12/2018;12231.91;
423956;48647;05/12/2018;05/12/2018;5189.77;
423958;41417;05/12/2018;05/12/2018;16759.62;
423960;31253;05/12/2018;05/12/2018;20855.66;
423962;31238;05/12/2018;05/12/2018;5943.44;
423964;52632;05/12/2018;05/12/2018;22905.07;
423972;52871;05/12/2018;05/12/2018;27.16;
423974;46883;05/12/2018;05/12/2018;7893.50;
423978;41303;05/12/2018;05/12/2018;2044.33;
423980;31229;05/12/2018;05/12/2018;0.00;Medidor Desconectado
426050;36803;05/12/2018;05/12/2018;7490.27;
426058;31382;05/12/2018;05/12/2018;12091.80;
426060;32297;05/12/2018;05/12/2018;0.00;Medidor Desconectado
426072;46592;05/12/2018;05/12/2018;18051.69;
426078;34001;05/12/2018;05/12/2018;19767.54;
426080;46544;05/12/2018;05/12/2018;2096.75;
426082;49499;05/12/2018;05/12/2018;11285.37;
426086;39710;05/12/2018;05/12/2018;679.94;
426090;45263;05/12/2018;05/12/2018;0.00;Medidor Desconectado
426092;45332;05/12/2018;05/12/2018;4713.46;
426094;33047;05/12/2018;05/12/2018;4539.05;
426104;32735;05/12/2018;;;Medidor Sin Conexion
426118;38846;05/12/2018;05/12/2018;5397.63;
426130;37616;05/12/2018;05/12/2018;9.17;
426132;48002;05/12/2018;05/12/2018;13021.96;
426142;47987;05/12/2018;05/12/2018;0.00;Medidor Desconectado
426148;35741;05/12/2018;05/12/2018;0.00;Medidor Desconectado
426158;35678;05/12/2018;05/12/2018;0.00;Medidor Desconectado
426166;42326;05/12/2018;05/12/2018;4391.69;
426174;42350;05/12/2018;05/12/2018;6602.76;
426196;38858;05/12/2018;05/12/2018;5088.43;
426216;42269;05/12/2018;05/12/2018;5729.39;
426218;42281;05/12/2018;05/12/2018;10692.19;
426222;42299;05/12/2018;05/12/2018;4848.17;
426232;42008;05/12/2018;;;Medidor Sin Conexion
426234;32162;05/12/2018;05/12/2018;0.00;Medidor Desconectado
426258;32132;05/12/2018;05/12/2018;8743.00;
426260;32141;05/12/2018;05/12/2018;2172.22;
426268;33059;05/12/2018;05/12/2018;0.00;Medidor Desconectado
426282;42323;05/12/2018;;;Medidor Sin Conexion
426288;45311;05/12/2018;05/12/2018;2377.12;
426298;32129;05/12/2018;05/12/2018;1585.10;
426308;35717;05/12/2018;05/12/2018;10385.23;
426320;35735;05/12/2018;05/12/2018;7832.89;
426326;32051;05/12/2018;05/12/2018;8600.68;
426452;52984;05/12/2018;05/12/2018;3734.86;
426721;35042;05/12/2018;04/12/2018;8684.14;
426723;50409;05/12/2018;05/12/2018;12209.78;
426727;33437;05/12/2018;05/12/2018;5259.31;
426759;48812;05/12/2018;05/12/2018;9652.63;
426761;47708;05/12/2018;05/12/2018;14364.52;
426773;34631;05/12/2018;05/12/2018;5146.38;
426787;52263;05/12/2018;05/12/2018;8577.73;
426791;50711;05/12/2018;05/12/2018;7585.67;
426799;54481;05/12/2018;05/12/2018;18754.46;
426803;54042;05/12/2018;05/12/2018;9298.41;
426805;51713;05/12/2018;;;Medidor Sin Conexion
426809;51868;05/12/2018;05/12/2018;1511.31;
426813;51284;05/12/2018;05/12/2018;6569.17;
426825;54504;05/12/2018;05/12/2018;925.51;
426831;54698;05/12/2018;05/12/2018;8053.28;
426841;37316;05/12/2018;05/12/2018;5611.69;
426843;337583377630098;05/12/2018;05/12/2018;13177.93;
426847;47723;05/12/2018;05/12/2018;2863.41;
426851;55372;05/12/2018;05/12/2018;1074.55;
426853;39788;05/12/2018;05/12/2018;21555.07;
426867;54670;05/12/2018;05/12/2018;13249.99;
426869;45491;05/12/2018;05/12/2018;5126.70;
426873;54150;05/12/2018;05/12/2018;11713.06;
426879;51804;05/12/2018;05/12/2018;4926.20;
426897;54168;05/12/2018;05/12/2018;9781.37;
426909;51658;05/12/2018;05/12/2018;6358.17;
426913;51573;05/12/2018;05/12/2018;13186.50;
426915;50937;05/12/2018;05/12/2018;4695.75;
426917;51719;05/12/2018;05/12/2018;17475.67;
426925;51188;05/12/2018;05/12/2018;9720.85;
426927;51167;05/12/2018;05/12/2018;6715.96;
426935;30506;05/12/2018;05/12/2018;7829.39;
426937;30440;05/12/2018;05/12/2018;17475.47;
426943;51005;05/12/2018;05/12/2018;6926.68;
426945;34865;05/12/2018;05/12/2018;6499.91;
426951;34895;05/12/2018;05/12/2018;6539.26;
426953;30095;05/12/2018;05/12/2018;10530.19;
427161;51278;05/12/2018;05/12/2018;0.00;Medidor Desconectado
427177;51279;05/12/2018;05/12/2018;0.00;Medidor Desconectado
427179;50980;05/12/2018;05/12/2018;12170.93;
427181;50954;05/12/2018;05/12/2018;7803.48;
427235;43118;05/12/2018;05/12/2018;6674.55;
427239;43211;05/12/2018;05/12/2018;4136.72;
427241;43352;05/12/2018;05/12/2018;7694.88;
427243;43172;05/12/2018;05/12/2018;2976.47;
427253;29363;05/12/2018;05/12/2018;12319.55;
427277;35960;05/12/2018;05/12/2018;3234.89;
427279;35978;05/12/2018;05/12/2018;4748.10;
427287;32462;05/12/2018;05/12/2018;7681.81;
427289;30539;05/12/2018;05/12/2018;9990.92;
427295;35933;05/12/2018;05/12/2018;7037.99;
427297;35990;05/12/2018;05/12/2018;3745.52;
427303;36020;05/12/2018;05/12/2018;5247.65;
427307;51407;05/12/2018;05/12/2018;3623.83;
427321;30242;05/12/2018;05/12/2018;1285.76;
427327;42827;05/12/2018;05/12/2018;3401.02;
427329;42815;05/12/2018;05/12/2018;6732.04;
427335;35972;05/12/2018;05/12/2018;0.00;Medidor Desconectado
427339;32096;05/12/2018;05/12/2018;0.00;Medidor Desconectado
427343;45302;05/12/2018;05/12/2018;8716.96;
427347;42968;05/12/2018;05/12/2018;5735.06;
427351;50009;05/12/2018;05/12/2018;1609.43;
427353;48623;05/12/2018;05/12/2018;10237.67;
427355;30596;05/12/2018;05/12/2018;6438.96;
427357;30587;05/12/2018;05/12/2018;7214.99;
427363;48110;05/12/2018;05/12/2018;6454.63;
427367;48074;05/12/2018;05/12/2018;8713.51;
427369;49649;05/12/2018;05/12/2018;6031.82;
427377;45848;05/12/2018;05/12/2018;5872.97;
427385;31379;05/12/2018;05/12/2018;4333.90;
427387;31334;05/12/2018;05/12/2018;0.00;Medidor Desconectado
427391;31433;05/12/2018;05/12/2018;9707.44;
427393;49571;05/12/2018;05/12/2018;5153.30;
427397;30230;05/12/2018;;;Medidor Sin Conexion
427411;36311;05/12/2018;05/12/2018;7012.69;
427413;31349;05/12/2018;05/12/2018;11046.13;
427415;32684;05/12/2018;05/12/2018;2150.89;
427419;31274;05/12/2018;05/12/2018;11280.23;
427479;31436;05/12/2018;05/12/2018;4316.63;
427481;42938;05/12/2018;05/12/2018;9769.48;
427483;31409;05/12/2018;05/12/2018;0.00;Medidor Desconectado
427485;41255;05/12/2018;05/12/2018;5670.19;
427505;51355;05/12/2018;05/12/2018;1565.95;
427507;52503;05/12/2018;05/12/2018;9057.01;
427509;51326;05/12/2018;05/12/2018;11791.40;
427529;52535;05/12/2018;05/12/2018;8762.36;
427557;48158;05/12/2018;05/12/2018;309.42;
427559;43076;05/12/2018;05/12/2018;1187.82;
427979;53939;05/12/2018;05/12/2018;5841.33;
427987;46961;05/12/2018;05/12/2018;0.00;Medidor Desconectado
428001;32540;05/12/2018;05/12/2018;10643.98;
428003;51023;05/12/2018;05/12/2018;33989.24;
428053;36104;05/12/2018;05/12/2018;4483.25;
428063;3990539908;05/12/2018;05/12/2018;3928.06;
428079;41660;05/12/2018;05/12/2018;181.05;
428081;45413;05/12/2018;05/12/2018;7706.10;
428083;45389;05/12/2018;05/12/2018;16725.29;
428099;51862;05/12/2018;05/12/2018;5978.84;
428101;51400;05/12/2018;05/12/2018;4419.83;
428103;51408;05/12/2018;05/12/2018;7261.08;
428105;51723;05/12/2018;05/12/2018;1724.07;
428123;40538;05/12/2018;05/12/2018;6893.80;
428125;54961;05/12/2018;;;Medidor Sin Conexion
428129;48584;05/12/2018;05/12/2018;10716.92;
428133;41735;05/12/2018;05/12/2018;9733.86;
428135;29171;05/12/2018;05/12/2018;16375.96;
428137;29153;05/12/2018;05/12/2018;3490.61;
428147;39614;05/12/2018;05/12/2018;7033.57;
428191;45230;05/12/2018;05/12/2018;6553.20;
428221;54508;05/12/2018;05/12/2018;5253.40;
428227;53282;05/12/2018;05/12/2018;4970.46;
428229;51880;05/12/2018;05/12/2018;4371.87;
428233;42374;05/12/2018;05/12/2018;7449.50;
428235;52494;05/12/2018;05/12/2018;0.00;Medidor Desconectado
428239;30536;05/12/2018;05/12/2018;3372.96;
428245;33956;05/12/2018;05/12/2018;2869.76;
428253;31022;05/12/2018;05/12/2018;1192.27;
428257;47276;05/12/2018;05/12/2018;11487.92;
428263;33977;05/12/2018;05/12/2018;0.00;Medidor Desconectado
428265;34049;05/12/2018;05/12/2018;79.16;
428285;50494;05/12/2018;05/12/2018;7678.74;
428289;54712;05/12/2018;05/12/2018;6663.30;
428291;54665;05/12/2018;05/12/2018;12533.39;
428293;51890;05/12/2018;05/12/2018;12751.30;
428299;45320;05/12/2018;;;Medidor Sin Conexion
428301;48140;05/12/2018;05/12/2018;6926.83;
428305;38921;05/12/2018;05/12/2018;4648.49;
428309;38837;05/12/2018;05/12/2018;3470.88;
428341;53205;05/12/2018;05/12/2018;17683.63;
428343;53295;05/12/2018;05/12/2018;9180.19;
428345;52468;05/12/2018;05/12/2018;3378.76;
428347;50520;05/12/2018;05/12/2018;23540.63;
428349;53214;05/12/2018;05/12/2018;0.00;Medidor Desconectado
428351;51787;05/12/2018;05/12/2018;0.00;Medidor Desconectado
428389;48113;05/12/2018;05/12/2018;1642.84;
428393;48095;05/12/2018;05/12/2018;11800.45;
428409;42251;05/12/2018;05/12/2018;11185.43;
428415;40454;05/12/2018;05/12/2018;6340.87;
428417;40412;05/12/2018;05/12/2018;769.41;
428419;30542;05/12/2018;05/12/2018;7753.05;
428435;29111;05/12/2018;05/12/2018;0.00;Medidor Desconectado
428449;51899;05/12/2018;05/12/2018;14065.60;
428451;51068;05/12/2018;05/12/2018;10084.41;
428455;52712;05/12/2018;05/12/2018;4657.02;
428483;50768;05/12/2018;05/12/2018;12570.68;
428485;50766;05/12/2018;05/12/2018;4208.20;
428487;50738;05/12/2018;05/12/2018;8523.10;
428497;55490;05/12/2018;05/12/2018;50.42;
428523;31619;05/12/2018;05/12/2018;11464.26;
428527;52579;05/12/2018;04/12/2018;7524.41;
428529;43520;05/12/2018;05/12/2018;7964.27;
428535;51929;05/12/2018;05/12/2018;804.13;
428579;50405;05/12/2018;05/12/2018;951.82;
428581;52748;05/12/2018;05/12/2018;6909.63;
428583;50432;05/12/2018;05/12/2018;0.00;Medidor Desconectado
428589;51737;05/12/2018;05/12/2018;11113.10;
428591;51313;05/12/2018;05/12/2018;5734.30;
428597;53706;05/12/2018;05/12/2018;9531.51;
428601;51494;05/12/2018;05/12/2018;8805.73;
428603;51503;05/12/2018;05/12/2018;10822.19;
428611;51510;05/12/2018;05/12/2018;7702.04;
428615;51516;05/12/2018;05/12/2018;10396.49;
431068;43007;05/12/2018;05/12/2018;26311.85;
431072;40232;05/12/2018;05/12/2018;6253.28;
431082;40310;05/12/2018;05/12/2018;6402.98;
431104;32306;05/12/2018;05/12/2018;14187.51;
431106;43802;05/12/2018;05/12/2018;14507.49;
431108;53800;05/12/2018;05/12/2018;9246.70;
431120;33566;05/12/2018;05/12/2018;7503.91;
431282;35462;05/12/2018;05/12/2018;3393.29;
431288;36167;05/12/2018;05/12/2018;14517.63;
431294;47444;05/12/2018;05/12/2018;4502.67;
431300;47441;05/12/2018;05/12/2018;11915.58;
431302;38588;05/12/2018;05/12/2018;7918.04;
431304;50619;05/12/2018;;;Medidor Sin Conexion
431306;50093;05/12/2018;05/12/2018;9091.03;
431310;29657;05/12/2018;05/12/2018;5295.56;
431322;40982;05/12/2018;05/12/2018;5745.12;
431330;42515;05/12/2018;05/12/2018;1464.76;
431332;52992;05/12/2018;05/12/2018;11437.58;
431346;42365;05/12/2018;05/12/2018;8790.68;
431348;45614;05/12/2018;05/12/2018;10267.93;
431350;45521;05/12/2018;05/12/2018;14822.11;
431352;42383;05/12/2018;05/12/2018;12246.05;
431354;33224;05/12/2018;05/12/2018;15032.64;
431362;50640;05/12/2018;05/12/2018;1918.46;
431364;38579;05/12/2018;05/12/2018;11275.24;
431368;31577;05/12/2018;05/12/2018;12747.93;
431374;34328;05/12/2018;05/12/2018;7230.71;
431376;45914;05/12/2018;05/12/2018;14132.39;
431378;3299032909;05/12/2018;05/12/2018;9483.36;
431380;35435;05/12/2018;05/12/2018;7538.83;
431420;53551;05/12/2018;05/12/2018;10708.29;
431422;52588;05/12/2018;05/12/2018;2249.77;
431424;52597;05/12/2018;05/12/2018;495.54;
431426;51990;05/12/2018;05/12/2018;1608.32;
431430;52499;05/12/2018;05/12/2018;5191.02;
431434;34616;05/12/2018;05/12/2018;9361.81;
431436;30458;05/12/2018;05/12/2018;5469.93;
431450;40193;05/12/2018;05/12/2018;13174.80;
431462;44585;05/12/2018;;;Medidor Sin Conexion
457004;51448;05/12/2018;05/12/2018;1642.59;
457014;39956;05/12/2018;05/12/2018;4777.60;
457030;37340;05/12/2018;05/12/2018;7642.09;
457040;53449;05/12/2018;05/12/2018;522.12;
457044;53727;05/12/2018;05/12/2018;4273.74;
457062;45620;05/12/2018;05/12/2018;2052.22;
457074;5279552805;05/12/2018;05/12/2018;10250.06;
457076;51879;05/12/2018;05/12/2018;14138.09;
459498;47351;05/12/2018;05/12/2018;20957.71;
459506;44984;05/12/2018;05/12/2018;7588.01;
459512;48275;05/12/2018;05/12/2018;8.24;
459524;48923;05/12/2018;05/12/2018;7838.04;
459536;55888;05/12/2018;05/12/2018;17.08;
459540;45089;05/12/2018;05/12/2018;8068.11;
459542;34178;05/12/2018;05/12/2018;8934.76;
459544;31235;05/12/2018;05/12/2018;13158.24;
459548;40475;05/12/2018;05/12/2018;7193.14;
459552;40508;05/12/2018;05/12/2018;5096.61;
459554;45422;05/12/2018;05/12/2018;5981.37;
459558;47234;05/12/2018;05/12/2018;0.00;Medidor Desconectado
459568;39821;05/12/2018;05/12/2018;427.11;
459572;29963;05/12/2018;05/12/2018;9878.51;
459584;5068154394;05/12/2018;05/12/2018;7396.05;
459586;29558;05/12/2018;05/12/2018;14256.14;
459588;48740;05/12/2018;05/12/2018;8760.10;
461198;51423;05/12/2018;05/12/2018;10257.90;
461200;54091;05/12/2018;05/12/2018;6404.38;
461208;39953;05/12/2018;05/12/2018;4257.74;
461212;42644;05/12/2018;05/12/2018;3458.09;
461232;47039;05/12/2018;;;Medidor Sin Conexion
462376;43004;05/12/2018;05/12/2018;0.00;Medidor Desconectado
462394;50670;05/12/2018;05/12/2018;9682.34;
464076;49760;05/12/2018;05/12/2018;4770.17;
464092;29504;05/12/2018;05/12/2018;16030.21;
464094;29543;05/12/2018;05/12/2018;5353.85;
464096;41774;05/12/2018;05/12/2018;14792.84;
464098;41813;05/12/2018;05/12/2018;9887.72;
464102;34448;05/12/2018;05/12/2018;9027.39;
464106;5334953365;05/12/2018;05/12/2018;9057.32;
464108;53363;05/12/2018;05/12/2018;8948.29;
464114;34142;05/12/2018;05/12/2018;7869.62;
464118;54277;05/12/2018;05/12/2018;7431.75;
464120;54572;05/12/2018;05/12/2018;5047.40;
464122;50859;05/12/2018;05/12/2018;4447.84;
464124;50840;05/12/2018;05/12/2018;2630.61;
464128;54592;05/12/2018;05/12/2018;5003.68;
464130;50845;05/12/2018;05/12/2018;5032.01;
464136;33116;05/12/2018;05/12/2018;8151.31;
464140;52851;05/12/2018;05/12/2018;4944.27;
464142;51289;05/12/2018;05/12/2018;0.00;Medidor Desconectado
464144;53864;05/12/2018;05/12/2018;4104.19;
464148;50042;05/12/2018;05/12/2018;11173.36;
464150;34451;05/12/2018;05/12/2018;2458.44;
464152;45608;05/12/2018;05/12/2018;2359.04;
464158;47462;05/12/2018;05/12/2018;7853.33;
464166;54199;05/12/2018;05/12/2018;11471.82;
464168;37016;05/12/2018;05/12/2018;2408.79;
464172;40277;05/12/2018;05/12/2018;15378.20;
464180;54963;05/12/2018;05/12/2018;2389.01;
465072;31280;05/12/2018;;;Medidor Sin Conexion
465082;41201;05/12/2018;05/12/2018;16608.15;
465084;40574;05/12/2018;05/12/2018;9341.49;
465086;43220;05/12/2018;05/12/2018;4080.74;
465088;50012;05/12/2018;05/12/2018;5762.21;
465092;49931;05/12/2018;05/12/2018;10012.58;
465136;54580;05/12/2018;05/12/2018;7903.21;
465148;5387353882;05/12/2018;05/12/2018;6480.36;
465158;50846;05/12/2018;05/12/2018;0.00;Medidor Desconectado
466742;52539;05/12/2018;05/12/2018;10577.38;
466746;29720;05/12/2018;05/12/2018;9550.08;
466748;53560;05/12/2018;05/12/2018;20477.27;
466750;53850;05/12/2018;05/12/2018;2321.78;
466768;47318;05/12/2018;05/12/2018;16686.43;
466770;4320243127;05/12/2018;05/12/2018;20228.62;
466774;36068;05/12/2018;05/12/2018;4629.88;
466790;41426;05/12/2018;05/12/2018;3896.54;
467850;52147;05/12/2018;;;Medidor Sin Conexion
467852;54706;05/12/2018;05/12/2018;9575.86;
467860;33257;05/12/2018;05/12/2018;3391.39;
467870;52896;05/12/2018;05/12/2018;4304.89;
467886;47048;05/12/2018;05/12/2018;14892.18;
467888;38438;05/12/2018;05/12/2018;9691.44;
467892;38402;05/12/2018;05/12/2018;6255.98;
467904;40421;05/12/2018;05/12/2018;8958.82;
468970;52439;05/12/2018;05/12/2018;9975.00;
470358;54166;05/12/2018;05/12/2018;11662.47;
470366;53515;05/12/2018;05/12/2018;589.22;
470372;51184;05/12/2018;;;Medidor Sin Conexion
470382;39311;05/12/2018;05/12/2018;0.00;Medidor Desconectado
471512;51807;05/12/2018;05/12/2018;14515.08;
471514;33329;05/12/2018;;;Medidor Sin Conexion
471522;54001;05/12/2018;05/12/2018;6655.77;
471524;51485;05/12/2018;05/12/2018;5642.84;
471528;54364;05/12/2018;05/12/2018;33.41;
471534;35177;05/12/2018;05/12/2018;23533.67;
471538;29186;05/12/2018;05/12/2018;6422.80;
471546;5497954944;05/12/2018;05/12/2018;666.57;Medidor Deconectado
471548;51537;05/12/2018;05/12/2018;6234.75;
471550;53360;05/12/2018;05/12/2018;9525.27;
474350;33173;05/12/2018;05/12/2018;9859.41;
474362;37967;05/12/2018;05/12/2018;0.00;Medidor Desconectado
474366;5321853237;05/12/2018;05/12/2018;0.00;Medidor Desconectado
474380;46700;05/12/2018;05/12/2018;17678.31;
474390;54941;05/12/2018;05/12/2018;1842.11;
474394;53369;05/12/2018;05/12/2018;6728.16;
474400;50676;05/12/2018;05/12/2018;7324.91;
474402;54817;05/12/2018;05/12/2018;2066.90;
474404;5047650634;05/12/2018;05/12/2018;4717.26;
474408;50469;05/12/2018;05/12/2018;4265.68;
474410;53168;05/12/2018;05/12/2018;11590.32;
474412;53150;05/12/2018;05/12/2018;6066.51;
474414;50690;05/12/2018;05/12/2018;5333.14;
474416;52334;05/12/2018;05/12/2018;3995.60;
474426;37160;05/12/2018;05/12/2018;7309.39;
474430;50657;05/12/2018;05/12/2018;2724.08;
474432;46070;05/12/2018;05/12/2018;7966.45;
474434;52328;05/12/2018;05/12/2018;4420.01;
474436;52299;05/12/2018;05/12/2018;8040.27;
474438;50677;05/12/2018;05/12/2018;11049.42;
475274;5179351809;05/12/2018;05/12/2018;285.71;
475276;46754;05/12/2018;05/12/2018;0.00;Medidor Desconectado
475280;33161;05/12/2018;05/12/2018;7553.09;
475282;51251;05/12/2018;05/12/2018;12209.87;
475284;51957;05/12/2018;05/12/2018;9372.70;
475286;53942;05/12/2018;05/12/2018;0.00;Medidor Desconectado
475310;38258;05/12/2018;05/12/2018;3004.05;
475314;51301;05/12/2018;05/12/2018;10543.35;
475316;44780;05/12/2018;05/12/2018;8135.54;
475328;53342;05/12/2018;05/12/2018;4868.78;
475334;54401;05/12/2018;05/12/2018;4009.58;
475338;52295;05/12/2018;05/12/2018;4242.05;
476988;51989;05/12/2018;05/12/2018;6809.38;
476994;36977;05/12/2018;05/12/2018;8715.61;
477008;46895;05/12/2018;05/12/2018;1452.59;
477014;54274;05/12/2018;05/12/2018;3484.09;
500351;52312;05/12/2018;05/12/2018;3951.41;
500355;53410;05/12/2018;05/12/2018;3796.14;
500359;44093;05/12/2018;05/12/2018;11446.53;
500559;29897;05/12/2018;05/12/2018;4298.00;
500561;38552;05/12/2018;05/12/2018;11199.96;
500579;54416;05/12/2018;05/12/2018;3925.10;
505536;53289;05/12/2018;05/12/2018;8033.36;
505542;46187;05/12/2018;05/12/2018;8640.48;
505552;29597;05/12/2018;05/12/2018;5528.15;
